Date,Country,Rating,Title,Review,Page
05-Nov-20,the United States,5,Adictivo y hermoso,"Esteticamente es hermoso, el tamano es ideal, el detalle del reloj es hermoso y le da una funcion adicional. El sonido y el volumen es de lo mejor. El reconocimiento de voz y de ordenes es fabuloso. La programacion de rutinas es sumamente facil. Muchos de los juegos disponibles son muy entretenidos. Facil de enlazar con otros dispositivos. Simplifica cualquier actividad.",9
05-Nov-20,the United States,5,Best one so far!," This is my third Echo Dot. I＊ve had the 2,3 and now 4 with the clock. Mine is in twilight blue as I thought the white might be hard to see the clock. However, I doubt that would be a problem as the LED display has a wide range of dim to bright. Much better than I expected. Alexa is quicker to the ready when I say her name, and so far has not had any problems understanding what I am asking her to do. The 3rd generation was my worst experience with this issue. Too many times and too often, Alexa would tell me there was no such device as a ※back door light§, although it had been set up for the entire time. Many other things would be misunderstood also. The newest one though has not.I＊d like to address the sound. Some people have said they prefer the sound of the 3rd gen to this one. I was always disappointed with the sound in the 3rd. While it was louder than the 2nd, I felt the quality of it was bad: a louder, but kind of a hollow sound. I used a Bluetooth speaker to listen to music. With the 4, the music is beautiful, rounded out and much more pleasant to listen to. I haven＊t even turned on my Bluetooth speaker yet. There is an equalizer in settings to adjust Bass, Midline and Treble ranges. It really makes a big difference. I believe this is the best speaker yet. Big thumbs up on this.Overall, after having all three, this is the best so far! The sound quality, the response time, understanding what is being said, etc.. If you＊re buying one for the first time, I＊d say ※Go for the gold§. The 3rd gen left a bad taste in my mouth, but felt like this one deserved a try, having the option to return it. No return from me though. ",9
05-Nov-20,the United States,5,Sounds better than I figured it would," I typically hate this tech due to my professional life but my wife was diagnosed with ALS. Since then, I've been automating the house to allow her to just say things instead of having to use remotes, get up and turn things on/off, use her phone, etc. Energy plays a huge role in her day and talking doesn't use that much.I use this device in the kitchen and we have an open concept house. I had to change the name it responds to (Echo vs Alexa) as my FireTV and it were fighting each other when I just used ""Alexa"". Getting devices to work remotely with it is a pain but that's the same with all of them. You have to use the right commands and/or remember device names. I can tell my FireTV to ""turn the TV off"" but when you do that with the Echo it just says ""OK"" and goes silent (you have to say ""turn the main tv off"" since that's what it's named).Either way, sound is great. Music is much better than I expected in such a small form factor. It can hear me across the room and more. The ""Drop-in"" feature also allows the ability to ""conference"" in the house between devices so I can talk with my wife in other rooms without needing to use the ""announce"" feature across the whole house as well. This has come in handy a few times.Overall, I'll probably get a few more of these for the house. ",10
05-Nov-20,the United States,1,I WANT MY TOWER BACK! THIS ONE SHOULD GET NO STARS!," This is the worst ever.I loved my Alexa tower, had it for several years and it worked great and sounded great!Then one day it stopped working.I called Amazon and was told ""oh sorry the Tower is out of date and you will need to purchase the Echo Dot and it has much better sound"".Wrong it sounds like crap.If I could I would give it no stars for sound quality! Simple commands that I used to give Alexa, the tower had no problem following.This one can't find a simple song like ""Happy by Pharrell Williams"" (and I say it just like that).This Dot is so frustrating that I leave it unplugged and put it in the downstairs bathroom for the grandkids to play with whenever they come over.As a product of the 70's, 80's and 90's music, I find I have better luck with YouTube and a set of Klips speakers than Amazon Echo Dot.I will not buy another one, nor another Alexa product. ",10
05-Nov-20,the United States,1,Starts deteriorating after 1 month and won't stay online.," I bought these to new ""4th Generation"" to replace to older ""2 generation""to improve the sound quality.They worked great for about a month.Then they started giving daily voice messages that they could not connect to the network & to try again later.I would unplug them wait 30 seconds and plug them in again where they would work for a day or two.Eventually they stop giving messages and simply went offline. I had to reinstall my old Gen 2 Dots because this newest generation freeze up every couple of days. Each time I have to unplug for 30 secs or so and plug in again.The Gen 2 Dots operate flawlessly in the exact locations the Gen 4 Dots won't work.You can call the help support line and wait a couple of hours for the tech to tell you, to unplug the device and plug it in in 30 seconds, but who wants to waste half a day to be told to do the same thing you're already doing? ",10
05-Nov-20,the United States,4,Crystal Clarity! ... but...," This was a great addition to my cave's network of smart devices. The sound is great, the clock is fantastic to have, and ... oh, the power source irks me very much so. The original units came with a standard 1AMP socket adapter and USB-to-micro USB cord. Minimalistic. To power this thing? It calls for a big ol' chunky power brick from 2006. Powering this thing up made me get under where my power strip is, pull out every cord and decide where everything's new homes would be just to make room for this ol' honking thing. It's bigger/thicker than the power strip itself just to give you some perspective! Jeez, who thought it was a good idea?Hey, we've had our share of tech in the past 20 years and with that advancement, power sources came in a variety of shapes and sizes, many smaller than others but some didn't care and the voltage converters would be the size of soda cans and weigh the same as a baby animal. Take a lesson from almost any laptop manufacturer since 2008: standard plug for the outlet and power converter somewhere halfway up the cord. This design allows for more versatility, a cleaner setup, and not having customers go out of their way to find an outlet with PLENTY of clearance on all sides. My estimate is 6 inches all around. I can't say if it's a good or bad thing the whole thing is that standard gray color it comes in, too, so it clashes with everything else I have plugged in. Who knows, maybe some third party has a better option I can swap this abomination out with.Okay... so I've mostly ranted here about something barely related to the product, which is totally not how my normal reviews are so what are the positives here? The clock transitions to any timer that I set so now I don't have to keep randomly asking my other devices how much time is left on what. The color (blue) is alright, slightly off of what my cave's theme is (black, white, and various deep blues). This unit's added bass to the voice makes Alexa sound more like a human being. To get the same effect from one of my other Dots it has to be Bluetooth connected to my Polk audio system which is... fair enough.No opinion about the light ring placement. It hardly seems to matter as long as 'she' hears me well enough... and does well considering my cave is almost always dead quiet. Surely the microphones have been fine tuned for this and later models so communication will never fail until, naturally, the Amazon cloud network has its random brain farts and nobody's Alexa can function at all. ",10
05-Nov-20,the United States,1,Stopped connecting to internet after less than a year," I loved this Echo Dot, especially the clock feature.Then after 11 months it suddenly stopped connecting to the internet.No, it's not my internet.All other echos are connected, as are all other devices in the same room.I can reset it and it will work again for several hours but then it goes offline again.If I want to bother to reset it several times a day then I can use it, but it's such a headache.Upon googling this problem I discovered numerous people have this same issue.This is a problem with the Echo Dot 4th generation in general.Amazon needs to address this problem if they're going to continue selling it.It only has a 90 day warranty so couldn't get any support.I won't buy a new one just to have it do the same thing.Disappointed! ",10
05-Nov-20,the United States,4,replacement is so much better great device now," edit current update: so the replacement is so much better. it listens better and sound is actually better so much less veiled. something was def going on with the old one. amazon got me the new one crazy fast and took care of the issue. the only reason not a 5 star is all the stuff it comes by default with like sidewalks and the skills. once you disable all the extra stuff its a great device. hopefully this one will last as long as the other dot's we have. thank you amazon for taking care of the issue so quickly.edit: i was immediately contacted by an amazon rep who is sending out a replacement i will def update this review once i receive that and its back up working again. and modify the rating so thank you to amazon for getting back to me about this so quickly.bought this back in june 2021 but never got to hook it up and use it till end of nov 2021 it say still SEALED in the box factory sealed. worked fine till a little over a week ago. the speaker started breaking up and making crackling noises (was not to loud only set to volume 4 never needed it louder) tried all the things suggested including full reset, moving it, fresh setup, swapped the ac adapter for another one (my daughter has one of them also tried her wall adapter). now just over a week later the speaker is dead. unit lights up clock works the ring light works when you talk to it. checked volume level in app and made sure it was high enough even tried max volume and zero sound now. nothing, nada. so sadly the speaker inside lasted about three months. since its more than 90 days later amazon offered zero help when i contacted them about it. basically said sorry contact the manufacture. i told the rep YOU ARE THE MANUFACTURE!! they came back and said once again its past the return date and out of warranty (only 90 days i guess) so i will not be buying any more of them. i own other echo dots in different generations and this was my favorite prior to the speaker dying. but ill stick the the older gen 3 never had one of those die on me. i regret sending my previous one in for only a 5$ credit as a trade in now. ",10
05-Nov-20,the United States,3,Looks nice but doesn't hold set volume & the light is too bright for bedside," I was using a Google for an alarm clock.It frustrated the hell out of me because it would shine a BRIGHT light a second or two before the alarm went off, it also wouldn't keep the volume at a set level.So I was waking up with an unwanted concert-like experience every morning. & I felt like a fool yelling OK Google STOP over & over again in a groggy & angry voice.SO, I thought I would push my Google aside & give Alexa a try at a great price on sale around Xmas.I did like the ease of setting the alarm & it was reliable.I was excited that the Alexa had a clock with adjustable light so I could throw out my 35 year old clock radio altogether.First few nights it worked great, the light on the clock was a bit too bright, even on the lowest setting, so I put a piece of red tissue paper over it & things were great, I was in heaven.I had the volume & the brightness set on 1.THEN, IT HAPPENED. All of a sudden, I was awoken at VOLUME THREE!Ok, I know things happen, maybe my cat walked on the buttons.So I went back into the app & reset it.Checked it before bed the next night & the volume was at 3 again.Ok, so I used the manual buttons this time to lower the volume & guess what?Volume at 3 AGAIN.Last night was the last straw, I checked both the app & the Alexa, yes, set at 1.I went into dreamland then shocked awake by my LOUD Alexa.I have looked online for fixes, I have asked her angrily how to help.It seems she is less responsive than my Google about answering questions so I just don't bother.She will, however, give me notifications of my packages arriving or make it easy for me to spend $$ BUT I can't get the volume or brightness to work to my liking.She is now in my lonely sewing room while I find a decent clock radio replacement.If ANYONE has any fixes or suggestions, please reply with solutions.I am not interested in looking online anymore or following a link so if you want to really help, give me some solid info right here so others can benefit. ",10
05-Nov-20,the United States,5,Very good," i do not like the msrp, but for 30 dollars istrongly endorse this product. it's very easy to set and manage alarms get dates and weather a well as listen to books and music (the free version) i think the premium amazon music experience is a mess (which will explain). But as an alarm clock that controls lights and as mentioned very useful.pros- skills- lights- music books/white noise- clock good. also show temp also nice, but i'd like more flexibility in what is shown such ad time and date. Talking to alexa isn't always ideal in a bedroom.- form fact is small which is good and they fit about as much sound as you can in a device of that size. Do i like. Really sometimes smaller is better IMO, they done a nice job of keeping it reasonably small.- solid bluetooth integration.- love the phone call abilityThe cons of alexa experience- If you buy premium music, you need premium for everyone in your family it wont' fall back to free the family plan is 15 a month as a casual listener it gets pricey.- i like the skills a lot, extensibility is the key feature, but you can tell they are a bit gimped. You always worry about vender lock. I do appreciate the fact that there at least is a spotify or pandora integration, and i have found them useful. More useful than their ratings would have you believe.- smart device management. The webpage is ok, but i've noticed several flakey issues. I suspect that the smart home can get out of sync with the device list, and the durability /reliablity of the messaging between devices and echo's isn't always reliable. they should use some reliabile delivery or message queueing if they don't and if they do check their implementation. i've seen several cases where 1/4 bulbs don't turn off or it loses track of a device. It's really odd. it's mostly software issues though. if they can locate the device with the mac address and propery track this kind of thing the issues can be fixed. ",10
05-Nov-20,the United States,4,Awesome . . . except for the sound of podcasts," It does everything it's supposed to very well. I love being able to set the alarm verbally. You can tell it to set an alarm every weekday at 6am, for example, and just say, ""Alexa, stop,"" without touching it (you can also touch the top instead). My only issue is that one of the reasons we bought it was that we fall asleep nightly to podcasts, and I thought this would be a better option, sound-wise, to hear them, but that isn't the case. Even with the bass turned all the way down and the treble all the way up, it's still not crisp enough to hear podcasts well.It's too muddy. Music sounds fine when we put on classical on Sunday mornings and drink our coffee in bed, but for podcasts, we're back to playing them on my phone because it's easier to hear spoken word on the phone than on the Echo. ",10
05-Nov-20,the United States,4,All that I have are working great," I have recently added an Echo (3rd Gen. charcoal (2018)) Dot, an Echo (4th Gen. charcoal ((2020) Dot, two Echo (4th Gen. glacier white) Dots, and an Echo (4th Gen. glacier white) Dot with clock. I will be posting this same review for all of those. Some have remarked that they believe the 3rd generation dots have audio superior to the 4th generation ones. It seems to me the sound is better in the 4th generation units, however my hearing isn't great and the placement of the the 3rd generation one isn't very good (it's in the garage). I did discover that the sound quality and volume of the 4th generation one in a bathroom was significantly deeper and richer and noticeably louder when I moved it from being backed up against a single wall to being in a corner. It is on a stone vanity top at the corner of two sheetrock walls. These three hard surfaces seem to be acting like a megaphone for the audio - it sounds very good now. In all other respects there doesn't seem to be much difference in the performance or response of the four units except for the 4th generation with the clock almost seems bothered by me and intentionally ignoring it's wake word. I haven't determined if the difference is due to placement, it having to tell time as well, or the personality of the individual device; but it definitely seems to have an attitude. Some users have complained of the clock being too dim, but I find it to be ok - slightly brighter would be nicer, but no problem. They all seem to understand both my wife and me very well (and I've even used quite a few local expressions to speak to them with no problems). One complaint I have is that if I have the volume set for listening to pleasant listening music, Alexa's voice is too low to be easily understood. There should be different volume settings, and if there are already I haven't discovered how to handle that yet. ",10
